title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,image_urls,url
Villa Bagus dengan 3 Kamar Tidur Disewakan Kerobokan area,Rp 280.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,300,500,,Disewakan Villa Bagus area Kerobokan Lokasi strategis : Dekat Dengan Restaurant dan Cafe 6 menit ke Le Francais School 11 menit ke Canggu Villa ini berlokasi di area Expatriate yang nyaman untuk di tinggali memiliki 3 Kamar Tidur yang luas dan gardeb yang menghadap ke swimming pool. Detail Properti: Luas Tanah 300m2 Luas Bangunan 3 Kamar Tidur 3 Kamar Mandi 2 Lantai Fully furnish Harga IDR 280 juta / thn Bagi yang berminat dengan property ini dapat menghubungi Ayunda:,,Re/Max Jaya Hendro,2026-02-10T09:48:28+07:00,https://apollo.olx.co.id/v1/files/6957813b53ff0-ID/image,https://apollo.olx.co.id/v1/files/6957813b53ff0-ID/image | https://apollo.olx.co.id/v1/files/6957813c0482b-ID/image | https://apollo.olx.co.id/v1/files/6957813b81c2b-ID/image | https://apollo.olx.co.id/v1/files/6957813c5a5af-ID/image | https://apollo.olx.co.id/v1/files/6957813b6c46b-ID/image | https://apollo.olx.co.id/v1/files/6957813d51d1e-ID/image | https://apollo.olx.co.id/v1/files/6957813c579fc-ID/image | https://apollo.olx.co.id/v1/files/6957813dedb10-ID/image | https://apollo.olx.co.id/v1/files/6957813d448e3-ID/image | https://apollo.olx.co.id/v1/files/6957813dc616a-ID/image | https://apollo.olx.co.id/v1/files/6957813e081f3-ID/image,https://www.olx.co.id/item/villa-bagus-dengan-3-kamar-tidur-disewakan-kerobokan-area-iid-942001434
Villa Mewah Unfurnished Lokasi Bagus Disewakan di Kerobokan Area,Rp 275.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,256,512,,Disewakan Villa Mewah Unfurnished di Kawasan Premium Kerobokan Nikmati kenyamanan tinggal di Villa Eksklusif yang berlokasi di area premium Kerobokan salah satu kawasan paling diminati di Bali. Villa ini menawarkan lokasi strategis dengan akses mudah ke berbagai fasilitas unggulan cocok untuk hunian keluarga maupun ekspatriat. Lokasi Strategis: Dekat dengan Café dan restoran ternama 4 menit ke Lycée Français de Bali 14 menit ke Pantai Petitenget 20 menit ke kawasan Canggu Detail Properti: Villa 2 Lantai Luas Tanah: 256 m² Luas Bangunan: 256 m2 Status tanah: SHM 3 kamar tidur utama 3 kamar mandi 1 kamar tidur ART 1 kamar mandi ART Ruang tamu yang nyaman Ruang makan Dapur lengkap dengan kitchen set Teras dan balkon Carport untuk 2 mobil Fasilitas Pendukung: 4 unit AC 3 water heater Listrik PLN 5.500 Watt (prabayar) Air sumur bor Tangki air Kolam renang pribadi Villa ini dirancang dengan tata ruang fungsional dan suasana yang tenang menjadikannya pilihan ideal bagi Anda yang menginginkan hunian nyaman di lokasi strategis Bali. Harga Sewa RP. 275 Juta / Tahun. Minimal Sewa 2 Tahun. Bagi yang berminat dengan property ini dapat menghubungi Ayunda,,Re/Max Jaya Hendro,2026-02-10T09:48:25+07:00,https://apollo.olx.co.id/v1/files/695ccd38010b2-ID/image,https://apollo.olx.co.id/v1/files/695ccd38010b2-ID/image | https://apollo.olx.co.id/v1/files/695ccd37dff45-ID/image | https://apollo.olx.co.id/v1/files/695ccd3776b8e-ID/image | https://apollo.olx.co.id/v1/files/695ccd37b096b-ID/image | https://apollo.olx.co.id/v1/files/695ccd370e9f4-ID/image | https://apollo.olx.co.id/v1/files/695ccd3854d8d-ID/image | https://apollo.olx.co.id/v1/files/695ccd396d500-ID/image | https://apollo.olx.co.id/v1/files/695ccd393bdb4-ID/image | https://apollo.olx.co.id/v1/files/695ccd395a412-ID/image | https://apollo.olx.co.id/v1/files/695ccd3919b9c-ID/image | https://apollo.olx.co.id/v1/files/695ccd3ade9a1-ID/image | https://apollo.olx.co.id/v1/files/695ccd3a6b87f-ID/image | https://apollo.olx.co.id/v1/files/695ccd3a2e289-ID/image | https://apollo.olx.co.id/v1/files/695ccd3ad1006-ID/image | https://apollo.olx.co.id/v1/files/695ccd3a23e07-ID/image | https://apollo.olx.co.id/v1/files/695ccd3ba6c9d-ID/image | https://apollo.olx.co.id/v1/files/695ccd3bda20f-ID/image | https://apollo.olx.co.id/v1/files/695ccd3c8416c-ID/image,https://www.olx.co.id/item/villa-mewah-unfurnished-lokasi-bagus-disewakan-di-kerobokan-area-iid-942099677
Villa 2 Bedrooms One Gate System For Rent At Canggu Kuta Utara Area,Rp 190.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,110,220,,Villa For Rent 2 Bedrooms One Gate System Canggu Bali Plataran Canggu Bali Resort (1 min) Pepito Market Canggu (5 min) 300 meter dari jalan raya canggu Deskripsi: Land size 110 m Building size 110 m Private Pool (Aesthetic Bali’s Villa) 2 BR (Ensuite Bathroom) 1 Powder Room Laundry Room Living Room Pantry (Kitchen) Area Luxury Full Furnished (King Koil Grand Classic 200 x 200) Water Heater Smart TV 50 Washing Machine Microwave Hot and Cold Dispenser Wifi Indihome activated Disewakan RP. 190 Juta / tahun Bagi yang berminat dengan property ini dapat menghubungi Esther,,Re/Max Jaya Hendro,2026-02-10T09:48:10+07:00,https://apollo.olx.co.id/v1/files/695c8360540c7-ID/image,https://apollo.olx.co.id/v1/files/695c8360540c7-ID/image | https://apollo.olx.co.id/v1/files/695c835f92333-ID/image | https://apollo.olx.co.id/v1/files/695c83606f140-ID/image | https://apollo.olx.co.id/v1/files/695c835f26588-ID/image | https://apollo.olx.co.id/v1/files/695c835fa6acd-ID/image | https://apollo.olx.co.id/v1/files/695c8361c8254-ID/image | https://apollo.olx.co.id/v1/files/695c83615627f-ID/image | https://apollo.olx.co.id/v1/files/695c836070d9b-ID/image | https://apollo.olx.co.id/v1/files/695c8361792de-ID/image | https://apollo.olx.co.id/v1/files/695c83619a7f9-ID/image | https://apollo.olx.co.id/v1/files/695c83625fc82-ID/image | https://apollo.olx.co.id/v1/files/695c8362c265d-ID/image | https://apollo.olx.co.id/v1/files/695c836385791-ID/image | https://apollo.olx.co.id/v1/files/695c836333c8a-ID/image | https://apollo.olx.co.id/v1/files/695c83625144a-ID/image,https://www.olx.co.id/item/villa-2-bedrooms-one-gate-system-for-rent-at-canggu-kuta-utara-area-iid-942089353
2 Bedroom Villa For Rent In Pererenan,Rp 240.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,200,200,,2 Bedroom Villa For Rent In Pererenan A comfortable and private villa located in a quiet area of Pererenan ideal for long-term living. 2 bedrooms 2 bathrooms Living room and kitchen Private swimming pool Air conditioning throughout Water heater 1 furnished bedroom (bed mirror curtains) Land size: 200 m2 Close to cafés the beach and Canggu while offering a peaceful residential atmosphere. Price: IDR 240 million /year For inquiries and viewings contact: Wulan,,Re/Max Jaya Hendro,2026-02-10T09:48:06+07:00,https://apollo.olx.co.id/v1/files/6961c8df100fe-ID/image,https://apollo.olx.co.id/v1/files/6961c8df100fe-ID/image | https://apollo.olx.co.id/v1/files/6961c8df09c11-ID/image | https://apollo.olx.co.id/v1/files/6961c8dfa389b-ID/image | https://apollo.olx.co.id/v1/files/6961c8df1b49a-ID/image | https://apollo.olx.co.id/v1/files/6961c8df6a963-ID/image | https://apollo.olx.co.id/v1/files/6961c8e0f3f4b-ID/image | https://apollo.olx.co.id/v1/files/6961c8e08549f-ID/image | https://apollo.olx.co.id/v1/files/6961c8e0663cf-ID/image | https://apollo.olx.co.id/v1/files/6961c8e007b07-ID/image | https://apollo.olx.co.id/v1/files/6961c8e083894-ID/image | https://apollo.olx.co.id/v1/files/6961c8e11874b-ID/image | https://apollo.olx.co.id/v1/files/6961c8e128b50-ID/image,https://www.olx.co.id/item/2-bedroom-villa-for-rent-in-pererenan-iid-942196298
Mediterranean Style Villa With 2 Bedroom Walking Distance To Seseh Beach For Rent,Rp 320.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,200,200,,Mediterranean Style Villa With 2 Bedroom Walking Distance To Seseh Beach For Rent Brand new Mediterranean-style villa located just a short walk from Seseh Beach. Ideal for private residence or as a daily rental investment. Property Details: 2 bedrooms 2 bathrooms with bathtub Enclosed kitchen and living area with sunken sofa Storage room Land size: 200 sqm (2 are) Fully furnished Private swimming pool Car parking area Pink zone Available for Yearly Rent Price: IDR 320 Million /year For more information or to arrange a viewing please contact: Fitri,,Re/Max Jaya Hendro,2026-02-10T09:47:36+07:00,https://apollo.olx.co.id/v1/files/695f1e4a37784-ID/image,https://apollo.olx.co.id/v1/files/695f1e4a37784-ID/image | https://apollo.olx.co.id/v1/files/695f1e4bbf430-ID/image | https://apollo.olx.co.id/v1/files/695f1e4aec2e8-ID/image | https://apollo.olx.co.id/v1/files/695f1e4a49fe5-ID/image | https://apollo.olx.co.id/v1/files/695f1e4bd683a-ID/image | https://apollo.olx.co.id/v1/files/695f1e4b54675-ID/image | https://apollo.olx.co.id/v1/files/695f1e4ba2c3c-ID/image | https://apollo.olx.co.id/v1/files/695f1e4b6926f-ID/image | https://apollo.olx.co.id/v1/files/695f1e4c5108b-ID/image | https://apollo.olx.co.id/v1/files/695f1e4eb044a-ID/image,https://www.olx.co.id/item/mediterranean-style-villa-with-2-bedroom-walking-distance-to-seseh-beach-for-rent-iid-942141995
Rumah Full Furnished 3 Kamar Tidur Disewakan di Dalung Area,Rp 75.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,2,107,257,,Disewakan Rumah Furnished 3 Kamar Tidur di Dalung Deskripsi: 2 Lantai Luas tanah 107 m2 Luas bangunan 150 m2 Kamar tidur 3 Kamar mandi 2 Listrik 2200 watt Air PDAM Parkiran mobil 1 unit pakiran motor 2 unit Ruangan tamu Kulkas AC Spring bed Dapur Akses mobil Harga sewa / tahun RP. 75 Juta Minimum sewa 2 tahun Bagi yang berminat dengan property ini dapat menghubungi Esther,,Re/Max Jaya Hendro,2026-02-10T09:47:35+07:00,https://apollo.olx.co.id/v1/files/695c79a8443b7-ID/image,https://apollo.olx.co.id/v1/files/695c79a8443b7-ID/image | https://apollo.olx.co.id/v1/files/695c79a909e72-ID/image | https://apollo.olx.co.id/v1/files/695c79a9cc091-ID/image | https://apollo.olx.co.id/v1/files/695c79a8658aa-ID/image | https://apollo.olx.co.id/v1/files/695c79a9bf2c7-ID/image | https://apollo.olx.co.id/v1/files/695c79a9eb691-ID/image | https://apollo.olx.co.id/v1/files/695c79aa6a14b-ID/image | https://apollo.olx.co.id/v1/files/695c79ab422de-ID/image | https://apollo.olx.co.id/v1/files/695c79ab73937-ID/image | https://apollo.olx.co.id/v1/files/695c79abd49f8-ID/image | https://apollo.olx.co.id/v1/files/695c79abceae3-ID/image | https://apollo.olx.co.id/v1/files/695c79abc191c-ID/image | https://apollo.olx.co.id/v1/files/695c79acbe6bf-ID/image | https://apollo.olx.co.id/v1/files/695c79acdcd0a-ID/image | https://apollo.olx.co.id/v1/files/695c79ac9b6fa-ID/image,https://www.olx.co.id/item/rumah-full-furnished-3-kamar-tidur-disewakan-di-dalung-area-iid-942088028
Elegant Modern Villa With Private Pool In Seseh,Rp 320.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,3,200,200,,Elegant Modern Villa With Private Pool In Seseh Property Details: 2 bedrooms 2 bathrooms Enclosed kitchen and living room 1 guest toilet Storage room Land size: 200 m² (2 are) Fully furnished Private swimming pool Car parking area Bathtub Located in a yellow zone area Available for yearly rent. Price: IDR 320 million /year For more information or to schedule a viewing please contact: Fitri,,Re/Max Jaya Hendro,2026-02-10T09:47:29+07:00,https://apollo.olx.co.id/v1/files/695e0ac93b513-ID/image,https://apollo.olx.co.id/v1/files/695e0ac93b513-ID/image | https://apollo.olx.co.id/v1/files/695e0aceb61a5-ID/image | https://apollo.olx.co.id/v1/files/695e0ac9ef1be-ID/image | https://apollo.olx.co.id/v1/files/695e0ac983f08-ID/image | https://apollo.olx.co.id/v1/files/695e0ad3856d5-ID/image | https://apollo.olx.co.id/v1/files/695e0acb91f03-ID/image | https://apollo.olx.co.id/v1/files/695e0aca3db04-ID/image | https://apollo.olx.co.id/v1/files/695e0acab997e-ID/image | https://apollo.olx.co.id/v1/files/695e0accd9497-ID/image | https://apollo.olx.co.id/v1/files/695e0accbe9c8-ID/image | https://apollo.olx.co.id/v1/files/695e0acc74a42-ID/image,https://www.olx.co.id/item/elegant-modern-villa-with-private-pool-in-seseh-iid-942123722
Rare Opportunity! Luxury Villas for Sale / Rent – High Demand Area,Rp 6.750.000.000,,Disewakan: Rumah & Apartemen dalam Bali,4,5,288,300,,TOP FOR SALE & RENT!!! Best Price Rp. 6.75 Billion Harga Sewa Rp. 350 jt/tahun Onsale Villa 2 Lantai Berlokasi di Semer Kerobokan Badung. Dilengkapi One gate syestem Prime Location : 8 menit ke RSU Garba Med 10 menit ke Pantai Batu Belig 24 menit ke Level 21 Mall Dekat pepito market Caffe Restoran Detail Luas Tanah 288m² / 288 are Luas Bangunan -+ 300m² 4 Kamar Tidur 5 Kamar Mandi Dapur Ruang Tamu Ruang Makan Garasi 2 mobil Listrk 13200 kvh Fully Furnished Jalan 6 meter 2 SHM / FREEHOLD (144m2 & 144m2 ) IMB,,Gus Surya (Billy),2026-02-09T14:27:43+07:00,https://apollo.olx.co.id/v1/files/69898c6a9b799-ID/image,https://apollo.olx.co.id/v1/files/69898c6a9b799-ID/image | https://apollo.olx.co.id/v1/files/69898c6aa5cca-ID/image | https://apollo.olx.co.id/v1/files/69898c6ac35e4-ID/image | https://apollo.olx.co.id/v1/files/69898c6ac3cc8-ID/image | https://apollo.olx.co.id/v1/files/69898c6a510fd-ID/image | https://apollo.olx.co.id/v1/files/69898c6c18578-ID/image | https://apollo.olx.co.id/v1/files/69898c6c593ad-ID/image | https://apollo.olx.co.id/v1/files/69898c6ca587a-ID/image | https://apollo.olx.co.id/v1/files/69898c6c4ea8c-ID/image | https://apollo.olx.co.id/v1/files/69898c6c455fb-ID/image | https://apollo.olx.co.id/v1/files/69898c6d8d4e2-ID/image | https://apollo.olx.co.id/v1/files/69898c6d58a80-ID/image | https://apollo.olx.co.id/v1/files/69898c6dec3d4-ID/image | https://apollo.olx.co.id/v1/files/69898c6d41d28-ID/image | https://apollo.olx.co.id/v1/files/69898c6d4fb3d-ID/image | https://apollo.olx.co.id/v1/files/69898c6ee7a81-ID/image | https://apollo.olx.co.id/v1/files/69898c6eba6c1-ID/image | https://apollo.olx.co.id/v1/files/69898c6fd669e-ID/image | https://apollo.olx.co.id/v1/files/69898c6f05be4-ID/image | https://apollo.olx.co.id/v1/files/69898c6fa1bc6-ID/image,https://www.olx.co.id/item/rare-opportunity-luxury-villas-for-sale-rent-high-demand-area-iid-942995810
Gaga : 3 bedrooms villa in padang linjong for rent,Rp 650.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,400,168,,Gaga 3BR VILLA IN CANGGU  YEARLY Canggu pandang linjong We present a villa that is suitable for you while in Bali.Close to restaurants supermarkets gyms villa complexes. 3 bedroom villas impress with stylish interior design and include everything for a comfortable stay. Land area 400 sqm Building 168 sqm Livingroom. Fully equipped kitchen. Spacious bedroom Bathroom. Working area. Cozy garden. TV and Netflix access. High-speed internet pool 4x10 carport sauna rooptop terace Jacuzzi Inclusions: WiFi included Room service Pool gardener twice a week( included) House keeping 3x week (included) Electricity excluded Monthly   IDR 70 Mil Yearly.      IDR 650 Mill Required deposit bond 10 percents refunable No pet  To invest notif 48 hours b4,,RUMAH SAYA-HOME BALI,2026-02-09T06:00:54+07:00,https://apollo.olx.co.id/v1/files/68cdb751cf4f2-ID/image,https://apollo.olx.co.id/v1/files/68cdb751cf4f2-ID/image | https://apollo.olx.co.id/v1/files/68cdb751e54b8-ID/image | https://apollo.olx.co.id/v1/files/68cdb75141663-ID/image | https://apollo.olx.co.id/v1/files/68cdb751dd9ef-ID/image | https://apollo.olx.co.id/v1/files/68cdb751557e4-ID/image | https://apollo.olx.co.id/v1/files/68cdb751ce378-ID/image | https://apollo.olx.co.id/v1/files/68cdb753f1fe2-ID/image | https://apollo.olx.co.id/v1/files/68cdb7533aaec-ID/image | https://apollo.olx.co.id/v1/files/68cdb753ac08b-ID/image | https://apollo.olx.co.id/v1/files/68cdb753155dd-ID/image | https://apollo.olx.co.id/v1/files/68cdb7521c100-ID/image | https://apollo.olx.co.id/v1/files/68cdb755d098f-ID/image | https://apollo.olx.co.id/v1/files/68cdb75484cab-ID/image | https://apollo.olx.co.id/v1/files/68cdb755c4067-ID/image | https://apollo.olx.co.id/v1/files/68cdb75633072-ID/image,https://www.olx.co.id/item/gaga-3-bedrooms-villa-in-padang-linjong-for-rent-iid-928094156
4 BEDROKMS VILLA EDOS IN TUMBAK BAYUH FOR RENT,Rp 1.350.000.000,,Disewakan: Rumah & Apartemen dalam Bali,4,5,1100,700,,Eddoes For rent luxury villa in tumbak bayuh badung bali Idr 135 billions per year min 2 years rent paid in front NO NEGO 10 PERCENTS DEPOSIT BOND REFUNABLE OPEN FOR LONG LEASE 10 YEARS UP     - Experience elegance in our 4-bed 4.5-bath villa in Tumbak Bayuh Bali    - Surrounded by lush greenery panoramic rice field and sunset views.    - 4m x 13m pool sun-soaked interiors AC in every room.    - Contemporary design on 1100 sqm of paradise.,,RUMAH SAYA-HOME BALI,2026-02-09T01:23:44+07:00,https://apollo.olx.co.id/v1/files/68cded2120783-ID/image,https://apollo.olx.co.id/v1/files/68cded2120783-ID/image | https://apollo.olx.co.id/v1/files/68cded22544d3-ID/image | https://apollo.olx.co.id/v1/files/68cded21dc2a3-ID/image | https://apollo.olx.co.id/v1/files/68cded1f23975-ID/image | https://apollo.olx.co.id/v1/files/68cded1f66e86-ID/image | https://apollo.olx.co.id/v1/files/68cded224eb17-ID/image | https://apollo.olx.co.id/v1/files/68cded212389d-ID/image | https://apollo.olx.co.id/v1/files/68cded23b80df-ID/image | https://apollo.olx.co.id/v1/files/68cded23ba6b2-ID/image | https://apollo.olx.co.id/v1/files/68cded2319343-ID/image | https://apollo.olx.co.id/v1/files/68cded2401ef6-ID/image | https://apollo.olx.co.id/v1/files/68cded24249e6-ID/image | https://apollo.olx.co.id/v1/files/68cded2442c56-ID/image | https://apollo.olx.co.id/v1/files/68cded24ba663-ID/image | https://apollo.olx.co.id/v1/files/68cded24aef04-ID/image | https://apollo.olx.co.id/v1/files/68cded256d269-ID/image,https://www.olx.co.id/item/4-bedrokms-villa-edos-in-tumbak-bayuh-for-rent-iid-928085712
Disewakan Rumah Minimalis Berlokasi Strategis Kerobokan dekat dengan sekolahrumah sakittempat pariwisata dll.,Rp 150.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,3,100,100,,Disewakan Rumah Minimalis Berlokasi Strategis Kerobokan dekat dengan sekolahrumah sakittempat pariwisata dll. Land Size: 100 m² Bedrooms: 2 Bathrooms: 3 Maid's Room: 1 Electricity: 2200 Watts Water Source: Drilled Well Orientation: South-facing Road Access: 2-car width Parking: Carport with canopy Condition: Semi-Furnished Inclusions: 3 AC units 2 Water Heaters Kitchen Set Refrigerator Shoe Rack - 2 mnt ke Bali Kiddy - 8 mnt ke Seminyak Area - 8 mnt ke Legian - 8 mnt ke Pusat Kota Denpasar - 10 mnt ke Canggu Area Harga: 150jt / tahun,,Luminara Selaras Abadi,2026-02-07T17:51:50+07:00,https://apollo.olx.co.id/v1/files/68d8bb6500b2f-ID/image,https://apollo.olx.co.id/v1/files/68d8bb6500b2f-ID/image | https://apollo.olx.co.id/v1/files/68d8bb653c898-ID/image | https://apollo.olx.co.id/v1/files/68d8bb65539d7-ID/image | https://apollo.olx.co.id/v1/files/68d8bb64d25a9-ID/image | https://apollo.olx.co.id/v1/files/68d8bb64f3dc3-ID/image | https://apollo.olx.co.id/v1/files/68d8bb6691448-ID/image | https://apollo.olx.co.id/v1/files/68d8bb66d1f16-ID/image | https://apollo.olx.co.id/v1/files/68d8bb66d3fb1-ID/image | https://apollo.olx.co.id/v1/files/68d8bb675956e-ID/image | https://apollo.olx.co.id/v1/files/68d8bb6645e4d-ID/image | https://apollo.olx.co.id/v1/files/68d8bb6758079-ID/image | https://apollo.olx.co.id/v1/files/68d8bb67701b7-ID/image | https://apollo.olx.co.id/v1/files/68d8bb6752feb-ID/image | https://apollo.olx.co.id/v1/files/68d8bb67cf2d6-ID/image | https://apollo.olx.co.id/v1/files/68d8bb687f526-ID/image | https://apollo.olx.co.id/v1/files/68d8bb68d244a-ID/image | https://apollo.olx.co.id/v1/files/68d8bb68476ac-ID/image | https://apollo.olx.co.id/v1/files/68d8bb6922e60-ID/image | https://apollo.olx.co.id/v1/files/68d8bb68630ab-ID/image | https://apollo.olx.co.id/v1/files/68d8bb695f01c-ID/image,https://www.olx.co.id/item/disewakan-rumah-minimalis-berlokasi-strategis-kerobokan-dekat-dengan-sekolahrumah-sakittempat-pariwisata-dll-iid-939210216
