title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,url
For Rent Villa Rice Field View 10 Menutes From Mongkey Forest Center Ubud Bali 40 Menutes From Tanah Lot Canggu Nyanyi Beach Canggu 5 Menutes From Rusters Kafe Price11m Per Month Free Electricity Free House Keeping 2 Visit Cleaning In 1 Week10 Menutes Fro,Rp 11.000.000,month,Badung,1,2,200 m²,200 m²,Lainnya,Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Ubud Gianyar. Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 1 yang siap untuk segera Anda miliki utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau. Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis. Detail Properti ini adalah: - Kamar Tidur: 1 - Kamar Mandi: 2 - Sertifikat: - - Arah Bangunan: Menghadap Timur - Kondisi Perabotan: Furnished Tersedia berbagai fasilitas lengkap seperti: - Taman. - Akses Parkir. - Keamanan 24 jam. - One Gate System. - Tempat Laundry. - Tempat Jemuran. - Taman. - Jalur Telepon. - Tempat Jemuran. - Taman. - Jalur Telepon. Tidak hanya itu namun properti ini juga memiliki keunggulan sebagai berikut: - Siap Huni. - Dekat Sekolah Internasional. - Dekat Pusat Perbelanjaan. - Dekat Sekolah Negeri. - Dekat Fasilitas Kesehatan. - Dekat Tempat Wisata. - Lokasi Pinggiran Kota. - Adem & Sejuk. - Akses Jalan Muat 2 Mobil. Lokasi Strategis terletak di Ubud properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan. Harga yang sangat kompetitif yaitu Rp. 10.416.667 rumah ini siap menjadi milik Anda! Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1167265/e38dd5cfe972ab0f4b22d3a6b868dcea.jpg,https://www.rumah123.com/properti/gianyar-gianyar/for-rent-villa-rice-field-view-10-menutes-from-mongkey-forest-center-ubud-bali-40-menutes-from-tanah-lot-canggu-nyanyi-hor41210559/
For Rent'Mitra Village Tunon' Most Beautiful Rice Fields View.*10 Minutes From Central Ubud Monkey Forest*40 Minutes From Canggu Nyanyi Beach*5 Minutes From Rusters Cafe3 Bedroom 3 Bathroomfully Furnished Kitchen Washing Machine Service Area Fast W,Rp 17.000.000,month,Badung,2,2,300 m²,200 m²,SHM,For rent villa Ubud Gianyar Bali Indonesia strategis 10 menutes from mongkey 3 bedroom with 3 bathroom furnished WiFi swimming pool is in the middle of a large rice field quiet rice field view Sayan 10 menutes from Central Ubud Gianyar mongkey forest sentral Ubud Gianyar Bali information call Wayan what's up Villa 3 Bedroom dan 3 bathroom Swimming pool free house keeping free WiFi free parking Car @Pure dalem street number 15 rice field view 10 menutes from mongkey forest sentral Ubud 5 menutes from Rusters Kafe Sayan Ubud Villa position in is the middle of the rice fields and far from neighbors Have a beautiful rice field view. Parking Location strategis 10 menutes from Central Ubud 5 minutes from Westin resort Ubud 5 minutes Roster kafe 10 minutes to Green school 10 minutes to Pepito Sayan. 10 minutes to Cocomart. 5 minutes Windu Hospital. 40 menutes from Canggu Nyanyi beach. Rental Price IDR 18.000.000 / month IDR : 160.000.xxx /Year up front IDR.600.000.xxx per 5 Year Up,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1167265/73de5ee2ea9dab5cdfc86048827a1b4d.jpg,https://www.rumah123.com/properti/gianyar-gianyar/for-rentmitra-village-tunon-most-beautiful-rice-fields-view10-minutes-from-central-ubud-monkey-forest40-minutes-from-hor17417774/
Villa 8 Kamar Siap Huni dan Siap Disewakan Kembali di Lokasi Strategis Kerobokan Dekat Umalas dan Canggu,Rp 176.000.000.000,year,Villa 8 Kamar Siap Huni dan Siap Disewakan Kembali di Lokasi Strategis Kerobokan Dekat Umalas dan Canggu | vlr234067,8,16,,,Lainnya,Kesempatan terbatas buat Anda dapatkan villa strategis dengan return investasi tinggi di Kerobokan Badung. siap dihuni dan menhasilkan passive income. Villa ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum. Detail Properti ini adalah: - Kamar 8 unit - Kamar Mandi: 16 ( tiap kamar ada 2 toilet atas dan bawah. - AC: 16 (tiap kamar ada 2 AV atas dan bawah) Tidak hanya itu namun properti ini juga memiliki keunggulan sebagai berikut: - Lokasi di Pusat Kota. - Dekat Kawasan Bisnis & Industri. - Adem & Sejuk. - Lingkungan Tenang dan Damai. - Cocok Untuk Investasi. - Properti Bisa Nego. - Lokasi Strategis. - Lokasi Bebas Banjir. - Tanpa Perantara. Lokasi Strategis terletak di Kerobokan properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan Harga yang sangat kompetitif yaitu Rp. 17600000000 untuk 25 tahun sewa villa ini siap menjadi milik Anda! Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda. Hubungi segera dan dapatkan informasinya ataupun cek unit!,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1935934/92aec5ab7274542fbfb83c3113cd423e.jpg,https://www.rumah123.com/properti/badung-kerobokan/villa-8-kamar-siap-huni-dan-siap-disewakan-kembali-di-lokasi-strategis-kerobokan-dekat-umalas-dan-canggu-vlr234067/
For Lease Brand New Modern Tropical Villa In Jimbaran,Rp 200.000.000,year,For Lease Brand New Modern Tropical Villa In Jimbaran | vlr140185,2,3,,,Lainnya,For Lease Brand New Modern Tropical Villa in Jimbaran Land Size 135 sqm Building size 120 sqm Bedroom 2 Bathroom 3 Electric 4400 watt Living area Dining area Private Pool Fully furnished Garden Carport 2 city car Electricity 4400 Watt Water heater Deepwell water Facing Southest One Gate System Cluster 2 mins to Pepito Supermarket KFC MCD Goemerot 3 mins to Bali Jimbaran Hospital 5 mins to Udayana University 6 mins to Jimbaran Beach 8 mins to Sidewalk Jimbaran 15 mins to Ngurah Rai International Airport Price 220.000.xxx / Yearly deposit security 20 Million,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1352547/c020517446b542a4cd8b18603c704b1e.jpg,https://www.rumah123.com/properti/badung-jimbaran/for-lease-brand-new-modern-tropical-villa-in-jimbaran-vlr140185/
For Lease Brand New Modern Tropical Villa In Sanur,Rp 225.000.000,year,For Lease Brand New Modern Tropical Villa In Sanur | vlr159057,2,2,,,,For Lease Brand New Modern Tropical Villa in Sanur Land Size 101 sqm Building size 110 sqm Bedroom 2 Bathroom 3 Electric 4400 watt Living area Dining area Private Pool Fully furnished Garden Carport Electricity 4400 Watt Water heater Deepwell water Facing East One Gate System Cluster Lokasi strategis -5 Mins walking to Campuhan Beach -6 Mins Drive to Dyatmika school -10 Mins To Matahari Terbit Port -10 Mins to Padang Galak Beach -10 Mins to Bali international Hospital -12 Mins to Icon Bali Price 225.000.xxx / Yearly deposit security 20 Million,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1352547/faccae4033af87b8c6814e6c677f1d16.jpg,https://www.rumah123.com/properti/denpasar-sanur/for-lease-brand-new-modern-tropical-villa-in-sanur-vlr159057/
Villa Brand New Tropical Villa In Ubud Bali,Rp 170.000.000,year,Villa Brand New Tropical Villa In Ubud Bali | Rumah123,2,2,176 m²,88 m²,SHM,Villa Brand New Tropical Villa in Ubud Bali You can find a very quiet and peaceful location in this villa. 10 minutes from Ubud center Has the most beautiful rice field view Close to Tegallalang Rice Terraces International School Empathy Traditional Markets and Restaurants This villa is perfect for those of you looking for a quiet and relaxing vacation spot. Lokasi yang sangat tenang dan kedamaian anda bisa temui di villa ini 10 menit dari pusat Ubud Memiliki pemandangan sawah terindah Dekat dengan Teras Sawah Tegallalang Empathy School Pasar Tradisional dan Restoran Land Size	: 176 Sqm Building Size	: 88 Sqm Title		: Freehold (SHM) Facing		: East Year build	: 2025 Bedroom	: 2 Bathroom	: 2 Feature		: AC Swimming pool Garden Fully furnished Storage Kitchen Mini Bar Water heater Water tank Drilling water 4.400 watts electricity Detail		: Lease Price	: IDR 170.000.xxx / year (TANPA PERANTARA / NO BROKER),,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/671489/20a845b66d591491d5e474fa806d55c8.jpg,https://www.rumah123.com/properti/gianyar-ubud/villa-brand-new-tropical-villa-in-ubud-bali-hor41167032/
Villa Brand New Villa With Bay View In Jimbaran Bali,Rp 275.000.000,year,Villa Brand New Villa With Bay View In Jimbaran Bali | vlr229534,2,2,,,,Located in a quiet location and far from the crowds. Providing a serene tropical atmosphere with ocean views and comfortable interior design. Close to International Schools Jimbaran Beach Restaurants Four Seasons Resort 20 minutes to Ngurah Rai Airport. This one will catch your heart! Land Size	: 200 Sqm Building Size	: 180 Sqm Title		: Freehold (SHM) Facing		: North Year build	: 2025 Bedroom		: 2 Bathroom	: 2 Feature: AC Swimming pool Carport Garden Roof top Balcony Semi furnished Storage Kitchen Mini Bar Water heater Water tank Government water 7.700 watts electricity Detail: Paving Access Lease Price: IDR 275.000.xxx / year IDR 35.000.000 / Month (TANPA PERANTARA / NO BROKER),,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/671489/c2a616ba1ed3e09f469d76d7f5642460.jpg,https://www.rumah123.com/properti/badung-jimbaran/villa-brand-new-villa-with-bay-view-in-jimbaran-bali-vlr229534/
3 Bedroom Villa..Sanur (Yearly Rent),Rp 230.000.000,year,3 Bedroom Villa..Sanur (Yearly Rent) | Rumah123,3,3,260 m²,180 m²,Lainnya,Sanur west bypass For Rent - Yearly (Sanur) IDR 250.000.xxx / year 3 Bedroom Villa - Prime Sanur Area ✨ Property Features: 3 bedrooms all ensuite Ample-size private pool Small garden with easy maintenance Fully furnished Carport Quiet residential area Location Highlights: Only 100 meters off Bypass Road Near Liga Tennis Sanur 3 km to Sanur Beach 2 km to Bali Island School Perfect for families or long-term residents wanting comfort and convenience in Sanur. Thank you and have a nice day,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/12485/555fd906f5cecc7d3dc6d972ed57b07d.jpg,https://www.rumah123.com/properti/denpasar-sanur/3-bedroom-villasanur-yearly-rent-hor40598064/
Two-Bedroom Villa With Private Pool - Sanur,Rp 1.000.000.000,year,Two-Bedroom Villa With Private Pool - Sanur | vlr233313,2,3,,,,Two-Bedroom Villa with Private Pool - Sanur Modern two-bedroom villa featuring a private swimming pool. 2 bedrooms 3 bathrooms Leasehold: 9 years (valid until January 2035) Land size: 110 sqm Building size: 120 sqm Private swimming pool Carport Location: Situated in a safe and quiet area on Jalan Bajangsari Sanur. 3 km to Sanur Beach & ICON Mall 2 km to International School Asking Price: IDR 1000000000 Ideal for residence or investment.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/12485/ffb36b90764be22c403e0ee8ea1e8d8a.jpg,https://www.rumah123.com/properti/denpasar-sanur/twobedroom-villa-with-private-pool-sanur-vlr233313/
Villa 3 Kamar Full Furnished 15 Menit Pantai Batu Bolong V411,Rp 350.000.000,year,Badung,3,4,250 m²,270 m²,Lainnya,Villa 15 menit pantai batu bolong 350 juta per year 3 Bedrooms 3 Bathrooms Full Furnished Swimming Pool Enclosed Living Room with AC Fully Equipped Kitchen Garden Speaker Water Drilling Well Electricity 5.500 Watt Wi-Fi Storage Room Parking Area Luas tanah 250 m2 Luas bangunan 270 Hadap timur Sumber air sumur,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2098658/2bb838536dca19bb43a6a26cacf59e69.jpg,https://www.rumah123.com/properti/badung-canggu/villa-3-kamar-full-furnished-15-menit-pantai-batu-bolong-v411-hor40904544/
Villa 3Br Disewakan Tanjung Benoa Nusa Dua Dekat Pantai V26,Rp 180.000.000,year,Badung,3,3,150 m²,170 m²,Lainnya,VILLA MINIMALIS DISEWAKAN - TANJUNG BENOA NUSA DUA Disewakan villa minimalis modern lokasi premium hanya 1 menit ke Pantai Tanjung Benoa Nusa Dua. Spesifikasi: 3 Bedroom 3 Bathroom 2 Lantai Luas Tanah 150 m² Luas Bangunan 170 m² Close Living Room Dining Room + Dining Table Kitchen Private Pool Full Furnished Listrik 10.000 Watt PDAM Harga: 180 Juta / Tahun Sudah termasuk: Pool maintenance Sampah PDAM Iuran banjar Tamu hanya bayar token listrik & WiFi. Lokasi sangat strategis dekat kawasan wisata premium Pantai Tanjung Benoa dan area Nusa Dua. Cocok untuk hunian keluarga maupun ekspatriat yang mencari kenyamanan dekat pantai.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2098658/54b97d894f2777b503733057fe344ae6.jpg,https://www.rumah123.com/properti/badung-tanjung-benoa/villa-3br-disewakan-tanjung-benoa-nusa-dua-dekat-pantai-v26-hor41181145/
Brand New 2-Bedroom Townhouse - Sanur Beachside (Leasehold),Rp 58.000.000.000,year,Brand New 2-Bedroom Townhouse - Sanur Beachside (Leasehold) | vlr223173,,2,,,,Brand New 2-Bedroom Townhouse - Sanur Beachside (Leasehold) This modern brand-new townhouse is located in a quiet villa neighborhood on Jalan Kesari Sanur Beachside. Fully furnished and ideal for both residential living or investment. Property Details: Land 180 sqm Built 180 sqm Carport 2 bedrooms 2 bathrooms 1 guest toilet Private swimming pool Beautiful garden area Fully furnished Brand new condition Location Highlights: 15-minute walk to Jalan Danau Tamblingan 20-minute walk to Sanur Beach 4 km to Bali International School (BIS) Peaceful villa neighborhood Leasehold: 30 years Asking Price: IDR 5.8 Billion Have a nice day :blush:,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/12485/93fe00765335a97f8852a4b31f1f2a88.jpg,https://www.rumah123.com/properti/denpasar-sanur/brand-new-2bedroom-townhouse-sanur-beachside-leasehold-vlr223173/
Two-Bedroom Villa With Private Pool - Sanur,Rp 1.000.000.000,year,Two-Bedroom Villa With Private Pool - Sanur | vlr215740,2,3,,,,Two-Bedroom Villa with Private Pool - Sanur Modern two-bedroom villa featuring a private swimming pool. 2 bedrooms 3 bathrooms Leasehold: 9 years (valid until January 2035) Land size: 110 sqm Building size: 120 sqm Private swimming pool Carport Location: Situated in a safe and quiet area on Jalan Bajangsari Sanur. 3 km to Sanur Beach & ICON Mall 2 km to International School Asking Price: IDR 1000000000 Ideal for residence or investment.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/12485/ffb36b90764be22c403e0ee8ea1e8d8a.jpg,https://www.rumah123.com/properti/denpasar-sanur/twobedroom-villa-with-private-pool-sanur-vlr215740/
Vila Disewakan di Kerobokan Private Pool Full Furnished,Rp 250.000.000,year,Vila Disewakan di Kerobokan Private Pool Full Furnished | vlr207794,2,1,,,,Villa Disewakan Tahunan di Kerobokan - Muding Disewakan villa tahunan dengan desain Balinese rustic tropical style di area Muding Kerobokan. Villa ini cocok untuk hunian jangka panjang dengan suasana tenang privat dan lingkungan nyaman. Berdiri di atas lahan ± 280 m² villa ini memiliki 2 kamar tidur 1 kamar mandi semi outdoor ruang tamu luas open kitchen serta private swimming pool yang dikelilingi area taman hijau. Desain vila didominasi kayu solid dengan ceiling tinggi dan konsep open space yang memberikan pencahayaan alami maksimal. Villa sudah fully furnished dan siap huni. Spesifikasi Villa: 	-	Luas tanah ±280 m² 	-	2 Bedroom 	-	1 Bathroom (semi outdoor) 	-	2 Lantai 	-	Fully furnished 	-	Open living & dining area 	-	Open kitchen 	-	Private swimming pool 	-	Garden 	-	Parking area 	-	Listrik 5.500 watt 	-	Sumber air sumur bor Sistem Sewa: 	-	Sewa tahunan 	-	Minimal sewa 1 tahun Harga Sewa: IDR 250.000.xxx / tahun (nego) Lokasi strategis dengan akses mudah ke Kerobokan Canggu Seminyak dan pusat kota Denpasar. info lebih lanjut bisa hubungi ulfa nota :Villa ini disewakan secara tahunan dengan minimal sewa 1 tahun cocok untuk pasangan ekspatriat maupun profesional yang mencari hunian villa di Kerobokan dengan private pool dan suasana nyaman. Lokasi strategis dekat Canggu dan Seminyak menjadikan vila ini ideal untuk tempat tinggal jangka panjang di Bali.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2162646/d3ec9684d9771ab2ae712a6cc88fb929.jpg,https://www.rumah123.com/properti/badung-kerobokan/vila-disewakan-di-kerobokan-private-pool-full-furnished-vlr207794/
Villa Luxury 3Br Modern Contemporary Furnished In Canggu,Rp 650.000.000,year,Villa Luxury 3Br Modern Contemporary Furnished In Canggu | vlr211340,3,4,,,,FOR RENT - CANGGU VILLA 3BR LUXURY MODERN WITH SPACIOUS GARDEN Price: Yearly rent: IDR 650 Million- / year Monthly rent: IDR 55 Million / month ( minimum 6 months lease with upfront payment ) Payment system: 1year upfront payment (not allow payment terms) #UVR20 Services included: - housekeeping 2x a week - pool maintenance 2x a week - ⁠garden maintenance 1x a week - ⁠wifi / internet Details Land size: 400sqm - easy access with private car & motorbike parking 3 bedrooms with ensuite bathroom Living room Dining area Private pool 10 meter long Full kitchen with oven Laundry room Lush gardens Storage area Nearby points of interest: 5 minutes to Jungle Padel Pererenan 15 minutes to Batu Bolong Beach & Pererenan Beach 17 minutes to Atlas Beach Club 18 minutes to Seminyak Area 1 hour to Airport Ngurah Rai,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1975836/1e59afec6b60be6d008785fef6382fea.jpg,https://www.rumah123.com/properti/badung-canggu/villa-luxury-3br-modern-contemporary-furnished-in-canggu-vlr211340/
Villa 1 Lantai di Sanur,Rp 19.000.000,day,Villa 1 Lantai di Sanur | vlr231686,,2,,,,Villa nyaman dan fully furnished tersedia untuk sewa harian maupun bulanan cocok untuk liburan dengan keluarga. Lingkungan aman dan tenang akses sangat strategis.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4448109/4579532e239ef12d413d04d7a2466c51.jpg,https://www.rumah123.com/properti/denpasar-sanur/villa-1-lantai-di-sanur-vlr231686/
